Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Pratt,Asian,Woman,Yes,Heterosexual,No,No,No,TX,76092,,,Suburban,"Above $500,000",No,Biomedical Engineering,Extremely interested,Slightly interested,Slightly interested,Somewhat unfavorable,Very likely,No,,Strongly agree,Orientation Week,A moderate amount,No,Yes,Somewhat unfavorable,Somewhat,Quite a bit,8-10,6-7,0-2,0-2,6+,Quite a bit,None of these,None of these,"Duke Reach,Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,3.9,SAT,1410,,Public (non-charter),No,7,3,No,Yes,Yes,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting in Durham,Yes,None of these choices / Don't know,"Drank alcohol,Had sex"
Trinity,"White,Black or African American,Asian",Woman,Yes,Bisexual,No,No,No,MI,48104,,,Urban,"$80,000-$125,000",Yes,Economics,Slightly interested,Very interested,Moderately interested,Strongly unfavorable,Very likely,No,,Somewhat disagree,Other,A little,No,Yes,Somewhat unfavorable,Somewhat,Quite a bit,11-13,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Student Disability Access Office,Career Center","Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center)","Two Click to Connect Form,Counseling and Psychological Services (CAPS),DuWell",Counseling and Psychological Services (CAPS),"Group fitness classes at Wilson Recreation Center (spin, yoga, etc)",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,Yes,Yes,3.97,ACT,,32,Public (non-charter),No,10,8,Yes,No,Yes,Yes,Class of 2024,No,"Duke’s ""brand name""",Agnostic,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Obtained a fake ID"
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,MD,21093,,,Suburban,"$80,000-$125,000",Yes,Computer Science,Not interested at all,Slightly interested,Slightly interested,Somewhat unfavorable,Somewhat likely,Yes,Visions of Freedom,Somewhat agree,Classes,A moderate amount,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,8-10,3-5,0-2,6+,0-2,Quite a bit,"Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center","Directors of Academic Engagement (Academic Advising Center),Career Center","Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Arts Annex","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Freeman Center for Jewish Life,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,3.9,SAT,,,Public (non-charter),No,3,1,Yes,No,Yes,No,,Yes,Student life / campus culture,Agnostic,Not very religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,FL,34231,,,Suburban,"$40,000-$80,000",Yes,Biology,Moderately interested,Not interested at all,Not interested at all,Strongly unfavorable,Somewhat likely,No,,Strongly agree,Orientation Week,A moderate amount,No,Yes,Somewhat favorable,A little,Somewhat,4-7,6-7,6+,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office","STEM Advancement through Group Engagement Program (SAGE) (ARC),Directors of Academic Engagement (Academic Advising Center)","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),Outdoor Adventures with Personal Trip Plans","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Freeman Center for Jewish Life,Yes,Yes,4,ACT,,34,Public (non-charter),No,11,8,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Jewish,Somewhat religious,Somewhat liberal,Ineligible to vote,,,,
Trinity,Asian,Woman,Yes,Heterosexual,Yes,No,No,WA,98008,,,Suburban,,No,"Program II (self-designed degree, BA or BS)",Not interested at all,Not interested at all,Slightly interested,Neither favorable nor unfavorable,Very unlikely,Yes,Science and the Public,Somewhat agree,Classes,A moderate amount,No,Yes,Strongly favorable,Somewhat,Somewhat,11-13,6-7,0-2,6+,0-2,A little,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),GRE/MCAT Prep (ARC),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center)","Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,SAT,,,Public (non-charter),No,2,2,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Muslim,Religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,
Trinity,White,Woman,Yes,Heterosexual,No,No,No,CA,90077,,,Urban,"Above $500,000",No,"Gender, Sexuality, and Feminist Studies",Extremely interested,Very interested,Moderately interested,Strongly unfavorable,Neither likely nor unlikely,No,,Somewhat agree,Orientation Week,A lot,No,No,Somewhat unfavorable,Quite a bit,Quite a bit,0-3,8+,0-2,0-2,3-5,Not at all,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Pre-professional advising",None of these,"Duke Reach,Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell,Peer for You,DukeLine",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity","Women’s Center,Freeman Center for Jewish Life",No,,3.98,ACT,,35,Private (non-denominational),Yes,12,1,Yes,No,Yes,Yes,Class of 2024,No,Academics and interdisciplinary curriculum,Other,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Had sex"
Pratt,Hispanic or Latinx/e,Woman,Yes,Heterosexual,Yes,No,No,AZ,85756,,,Suburban,"Below $40,000",Yes,Civil Engineering,Not interested at all,Slightly interested,Moderately interested,Somewhat favorable,Very likely,No,,Somewhat agree,Dorm,None at all,No,Yes,Strongly favorable,A little,Somewhat,4-7,3-5,0-2,3-5,3-5,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Career Center","Group tutoring (Academic Resource Center),Drop-in tutoring (ARC)",Duke Reach,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,,,,Public (non-charter),No,4,4,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Catholic,Religious,Very liberal,No,,,,Had sex
Trinity,"White,Asian",Man,Yes,Heterosexual,No,No,Yes,,,Tokyo,Japan,Urban,"$250,000-$500,000",No,Economics,Moderately interested,Slightly interested,Slightly interested,Neither favorable nor unfavorable,Neither likely nor unlikely,No,,Somewhat agree,Clubs / Extracurriculars,A moderate amount,No,Yes,Neither favorable nor unfavorable,A little,Somewhat,4-7,3-5,0-2,3-5,3-5,Very much,Career Center,None of these,None of these,None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,Freeman Center for Jewish Life,Freeman Center for Jewish Life,No,,0,ACT,,32,Private (non-denominational),No,15,2,No,No,No,Yes,Class of 2023,No,Pre-professional opportunities and alumni network,Jewish,Somewhat religious,Moderate,Ineligible to vote,,,,
Trinity,White,Woman,Yes,Heterosexual,No,No,No,NC,28203,,,Suburban,,No,Public Policy Studies,Very interested,Slightly interested,Slightly interested,Neither favorable nor unfavorable,Very likely,No,,Somewhat agree,Dorm,A moderate amount,No,Yes,Somewhat favorable,A little,Somewhat,11-13,3-5,0-2,3-5,3-5,Quite a bit,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",Ask a Librarian (Duke Libraries),"Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,SAT,1550,,Private (non-denominational),No,2,2,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Protestant,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,White,Man,Yes,Gay / Lesbian,No,No,Yes,,,Zagreb,Croatia,Rural,"Below $40,000",Yes,Political Science,Not interested at all,Slightly interested,Moderately interested,Somewhat favorable,Very unlikely,No,,Somewhat agree,Dorm,A moderate amount,No,Yes,Neither favorable nor unfavorable,Somewhat,Quite a bit,11-13,6-7,0-2,0-2,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Pre-professional advising,Career Center",None of these,"Blue Devils Care,DuWell",None of these,Student Health at the Student Wellness Center,Student Health at the Student Wellness Center,"Women’s Center,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",International House,No,,4,SAT,1570,,Public (non-charter),Yes,7,3,No,No,Yes,Yes,Class of 2024,No,Financial aid award / scholarship,Atheist,Not at all religious,Somewhat liberal,Ineligible to vote,,,,Had sex
Trinity,White,Woman,Yes,Heterosexual,No,Yes,No,VA,24014,,,Suburban,"$80,000-$125,000",Yes,Sociology,Not interested at all,Not interested at all,Not interested at all,Strongly unfavorable,Very unlikely,No,,Strongly agree,Clubs / Extracurriculars,A little,No,Yes,Neither favorable nor unfavorable,Quite a bit,Quite a bit,8-10,3-5,3-5,0-2,0-2,Not at all,"Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Career Center",None of these,None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center",None of these,No,,4,SAT,1540,,Public (non-charter),No,2,1,Yes,No,Yes,No,,No,Athletics,Protestant,Religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
